prefix_len,accuracy,precision,recall,f1,roc_auc,pr_auc
3,0.625,0.5714285714285714,1.0,0.7272727272727273,0.6805555555555556,0.6613970588235294
5,0.6666666666666666,0.6,1.0,0.75,0.9236111111111112,0.9138269138269137
10,1.0,1.0,1.0,1.0,1.0,1.0
15,1.0,1.0,1.0,1.0,1.0,1.0
20,1.0,1.0,1.0,1.0,1.0,1.0
