prefix_len,accuracy,precision,recall,f1,roc_auc,pr_auc
3,0.75,0.8,0.6666666666666666,0.7272727272727273,0.9444444444444445,0.9484126984126984
5,0.9166666666666666,0.8571428571428571,1.0,0.9230769230769231,0.986111111111111,0.9871794871794872
10,1.0,1.0,1.0,1.0,1.0,1.0
15,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
20,1.0,1.0,1.0,1.0,1.0,1.0
