prefix_len,accuracy,precision,recall,f1,roc_auc,pr_auc
3,0.7916666666666666,0.7058823529411765,1.0,0.8275862068965517,0.763888888888889,0.7213663243075008
5,0.9166666666666666,0.8571428571428571,1.0,0.9230769230769231,0.9722222222222223,0.9720279720279721
10,1.0,1.0,1.0,1.0,1.0,1.0
15,1.0,1.0,1.0,1.0,1.0,1.0
20,1.0,1.0,1.0,1.0,1.0,1.0
