prefix_len,accuracy,precision,recall,f1,roc_auc,pr_auc
3,0.75,0.6666666666666666,1.0,0.8,1.0,1.0
5,0.6666666666666666,0.6,1.0,0.75,1.0,1.0
10,0.9545454545454546,0.9230769230769231,1.0,0.96,1.0,1.0
15,0.9333333333333333,0.9090909090909091,1.0,0.9523809523809523,1.0,0.9999999999999999
20,1.0,1.0,1.0,1.0,1.0,1.0
