prefix_len,accuracy,precision,recall,f1,roc_auc,pr_auc
3,0.5,0.5,1.0,0.6666666666666666,0.5833333333333333,0.5996732026143792
5,0.6666666666666666,0.6,1.0,0.75,0.875,0.861492673992674
10,0.9545454545454546,0.9230769230769231,1.0,0.96,1.0,1.0
15,1.0,1.0,1.0,1.0,1.0,1.0
20,1.0,1.0,1.0,1.0,1.0,1.0
